2014-2015 Award Year Campus-Based Program Data by School,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,, FEDERAL WORK-STUDY ,,, PERKINS LOAN ,,, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS ,,
02073200, Telshe Yeshiva-Chicago, IL,606255526, Private/Non-Profit,17," $53,033.00 "," $40,830.00 ",0, $-   , $-   ,17," $16,610.00 "," $39,534.00 "
02073500, University of Arkansas Community College at Batesville, AR,725030000, Public,34," $48,297.00 "," $59,991.00 ",0, $-   , $-   ,94," $51,098.00 "," $41,945.00 "
02073900, Wor-Wic Community College, MD,218041486, Public,42," $84,468.00 "," $109,884.00 ",0, $-   , $-   ,283," $89,573.00 "," $128,198.00 "
02074000, Branford Hall Career Institute, CT,64059811, Proprietary,0, $-   , $-   ,0, $-   , $-   ,775," $191,654.00 "," $265,050.00 "
02074600, South Arkansas Community College, AR,717317010, Public,45," $50,704.00 "," $68,217.00 ",0, $-   , $-   ,107," $51,775.00 "," $46,895.00 "
02074800, Life University, GA,300602996, Private/Non-Profit,256," $568,355.00 "," $544,247.00 ",310, $-   ," $1,210,883.00 ",219," $73,363.00 "," $236,529.00 "
02074900, Chris Beauty College, MS,395016236, Proprietary,0, $-   , $-   ,0, $-   , $-   ,22," $4,428.00 "," $5,229.00 "
02075300, Pulaski Technical College, AR,721183347, Public,91," $207,672.00 "," $163,165.00 ",0, $-   , $-   ,706," $159,900.00 "," $197,602.00 "
02075700, Briarcliffe College, NY,117143545, Proprietary,57," $105,092.00 "," $136,744.00 ",0, $-   , $-   ,293," $176,109.00 "," $212,455.00 "
02075800, Southern California Institute of Architecture (The), CA,900131829, Private/Non-Profit,70," $136,755.00 "," $87,349.00 ",0, $-   , $-   ,71," $44,901.00 "," $56,000.00 "
02077100, Milwaukee Institute of Art & Design, WI,532026003, Private/Non-Profit,46," $58,035.00 "," $58,035.00 ",0, $-   , $-   ,118," $54,881.00 "," $54,881.00 "
02078900, Art Institute of Colorado (The), CO,802032172, Proprietary,25," $120,419.00 "," $73,078.00 ",106, $-   ," $333,239.00 ",227," $164,487.00 "," $257,924.00 "
02079700, College of Hair Design, NE,685082199, Proprietary,0, $-   , $-   ,0, $-   , $-   ,17," $11,114.00 "," $12,825.00 "
02081400, Arlington Baptist College, TX,760123425, Private/Non-Profit,0," $7,981.00 ", $-   ,0, $-   , $-   ,0," $8,636.00 ", $-   
02083600, TESST College of Technology, MD,207052698, Proprietary,11," $18,000.00 "," $34,491.00 ",0, $-   , $-   ,300," $53,022.00 "," $54,585.00 "
02083900, Northern New Mexico College, NM,875300000, Public,33," $111,515.00 "," $110,394.00 ",4, $-   ," $16,500.00 ",183," $90,179.00 "," $120,239.00 "
02084800, Ravenscroft Beauty College, IN,468354132, Proprietary,0, $-   , $-   ,0, $-   , $-   ,50," $12,079.00 "," $16,105.00 "
02086400, Marinello School of Beauty, CA,950504808, Proprietary,0, $-   , $-   ,0, $-   , $-   ,371," $45,286.00 "," $56,313.00 "
02087000, Ozarka College, AR,725560010, Public,27," $50,000.00 "," $50,000.00 ",0, $-   , $-   ,152," $30,000.00 "," $30,000.00 "
02087600, Concordia Theological Seminary, IN,468254996, Private/Non-Profit,37," $43,810.00 "," $53,804.00 ",0, $-   , $-   ,0, $-   , $-   
02089600, Concorde Career Institute, FL,322566905, Proprietary,0, $-   , $-   ,12, $-   ," $21,045.00 ",212," $57,699.00 "," $70,299.00 "
02090300, Capri College, IA,524040000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,31," $12,809.00 "," $16,011.00 "
02090700, Cleveland University-Kansas City, KS,662101613, Private/Non-Profit,102," $130,954.00 "," $177,241.00 ",14, $-   ," $28,000.00 ",12," $7,988.00 "," $10,800.00 "
02091200, Elegance International, CA,900286106, Proprietary,3," $5,562.00 "," $6,975.00 ",0, $-   , $-   ,86," $7,835.00 "," $9,316.00 "
02091700, Kaplan College, CA,921231509, Proprietary,18," $41,843.00 "," $54,845.00 ",0, $-   , $-   ,869," $94,924.00 "," $116,853.00 "
02092300, Eastwick College - Nutley Campus, NJ,71109802, Proprietary,0, $-   , $-   ,0, $-   , $-   ,68," $29,282.00 "," $18,915.00 "
02092500, Laurel Technical Institute, PA,161463843, Proprietary,36," $22,282.00 "," $21,406.00 ",0, $-   , $-   ,59," $27,901.00 "," $40,835.00 "
02092800, Tennessee College of Applied Technology Whiteville, TN,380750489, Public,3," $3,000.00 "," $4,000.00 ",0, $-   , $-   ,38," $5,953.00 "," $7,600.00 "
02093700, Long Island Business Institute, NY,113542997, Proprietary,32," $63,607.00 "," $82,817.00 ",0, $-   , $-   ,173," $76,962.00 "," $100,866.00 "
02098300, Western Technical College, TX,799272105, Proprietary,37," $60,008.00 "," $142,298.00 ",0, $-   , $-   ,579," $70,639.00 "," $89,835.00 "
02098800, University of Phoenix, AZ,852822371, Proprietary,0, $-   , $-   ,0, $-   , $-   ,19793," $8,000,000.00 "," $10,707,389.00 "
02099200, American Conservatory Theater Foundation, CA,941085800, Private/Non-Profit,28," $14,172.00 "," $18,084.00 ",4, $-   ," $12,700.00 ",0, $-   , $-   
02099500, Central Community College, NE,688017299, Public,127," $101,153.00 "," $117,496.00 ",0, $-   , $-   ,291," $111,895.00 "," $163,025.00 "
02100000, Universidad Politecnica de Puerto Rico, PR,9185955, Private/Non-Profit,87," $147,849.00 "," $101,163.00 ",0, $-   , $-   ,153," $147,555.00 "," $151,181.00 "
02100300, Med-Assist School of Hawaii, HI,968134322, Proprietary,0, $-   , $-   ,0, $-   , $-   ,48," $13,619.00 "," $16,325.00 "
02100400, Everest Institute, MI,495252301, Private/Non-Profit,20," $32,804.00 "," $42,872.00 ",0, $-   , $-   ,88," $19,800.00 "," $26,400.00 "
02100500, Universal Technical Institute, AZ,850279969, Proprietary,0, $-   , $-   ,13, $-   ," $15,105.00 ",1272," $502,194.00 "," $721,146.00 "
02100600, Carrington College, AZ,850154096, Proprietary,85," $212,164.00 "," $184,709.00 ",0, $-   , $-   ,764," $199,952.00 "," $327,479.00 "
02103500, Tennessee College of Applied Technology - Murfreesboro, TN,371293311, Public,6," $7,781.00 "," $7,692.00 ",0, $-   , $-   ,53," $7,926.00 "," $10,167.00 "
02103700, Capri Institute of Hair Design, NJ,76523901, Proprietary,0, $-   , $-   ,0, $-   , $-   ,33," $5,859.00 "," $7,324.00 "
02104000, Harris School of Business, NJ,80022983, Proprietary,0, $-   , $-   ,0, $-   , $-   ,409," $86,010.00 "," $114,714.00 "
02104300, Otsego Delaware Schoharie Greene BOCES, NY,121340000, Public,0, $-   , $-   ,0, $-   , $-   ,20," $5,000.00 "," $6,889.00 "
02104400, Spa Tech Institute, ME,40930000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,236," $15,552.00 "," $19,650.00 "
02104900, Sumner College, OR,972247157, Proprietary,0, $-   , $-   ,0, $-   , $-   ,137," $22,580.00 "," $30,107.00 "
02105900, Hair Design Institute at Fifth Avenue, NY,112095409, Proprietary,0, $-   , $-   ,0, $-   , $-   ,163," $18,340.00 "," $23,500.00 "
02106400, O'More College of Design, TN,370642816, Private/Non-Profit,12," $10,473.00 "," $13,964.00 ",0, $-   , $-   ,28," $16,576.00 "," $22,101.00 "
02106600, American Institute, CT,61101922, Proprietary,14," $40,000.00 "," $18,231.00 ",0, $-   , $-   ,946," $70,390.00 "," $82,147.00 "
02106700, Trinity Lutheran College, WA,982013569, Private/Non-Profit,15," $25,103.00 "," $34,153.00 ",0, $-   , $-   ,11," $17,313.00 "," $23,084.00 "
02106800, Bramson ORT College, NY,113754239, Private/Non-Profit,39," $57,601.00 "," $49,928.00 ",0, $-   , $-   ,76," $73,038.00 "," $99,935.00 "
02107300, Pennsylvania Academy of the Fine Arts, PA,191021424, Private/Non-Profit,53," $57,491.00 "," $70,129.00 ",0, $-   , $-   ,45," $24,933.00 "," $31,250.00 "
02107700, Truckee Meadows Community College, NV,895123999, Public,56," $217,991.00 "," $189,508.00 ",0, $-   , $-   ,385," $232,505.00 "," $346,577.00 "
02107800, University of Hawaii - West Oahu, HI,967074507, Public,9," $20,000.00 "," $20,369.00 ",0, $-   , $-   ,52," $25,000.00 "," $25,067.00 "
02108800, Wards Corner Beauty Academy, VA,235053700, Proprietary,0, $-   , $-   ,0, $-   , $-   ,17," $12,191.00 "," $10,815.00 "
02110200, Columbia College Hollywood, CA,913561411, Private/Non-Profit,9," $18,388.00 "," $24,041.00 ",0, $-   , $-   ,193," $20,764.00 "," $27,685.00 "
02110700, Cleveland Institute of Dental - Medical Assistants, OH,441152285, Proprietary,0, $-   , $-   ,0, $-   , $-   ,129," $18,934.00 "," $17,119.00 "
02110800, California College San Diego, CA,921083821, Proprietary,19," $76,658.00 "," $75,149.00 ",0, $-   , $-   ,1083," $129,025.00 "," $186,459.00 "
02111100, Rich Mountain Community College, AR,719532500, Public,9," $21,949.00 "," $21,949.00 ",0, $-   , $-   ,67," $21,482.00 "," $21,482.00 "
02111300, Cuyamaca College, CA,920194369, Public,50," $141,568.00 "," $145,969.00 ",0, $-   , $-   ,467," $158,815.00 "," $209,767.00 "
02112200, Great Lakes Institute of Technology, PA,165092482, Proprietary,0, $-   , $-   ,0, $-   , $-   ,209," $33,838.00 "," $45,117.00 "
02113600, American InterContinental University, IL,601732007, Proprietary,98," $55,238.00 "," $386,050.00 ",0, $-   , $-   ,983," $1,229,343.00 "," $1,370,124.00 "
02114200, Johnson College, PA,185081495, Private/Non-Profit,27," $26,470.00 "," $24,814.00 ",0, $-   , $-   ,84," $28,342.00 "," $28,342.00 "
02116000, Sanford-Brown College, GA,303284803, Proprietary,108," $377,398.00 "," $275,939.00 ",0, $-   , $-   ,887," $527,417.00 "," $819,200.00 "
02116300, Pueblo Community College, CO,810041499, Public,71," $173,909.00 "," $179,225.00 ",0, $-   , $-   ,351," $178,903.00 "," $178,903.00 "
02117100, Art Institute of Houston (The), TX,770277311, Proprietary,48," $337,050.00 "," $215,061.00 ",226, $-   ," $740,670.00 ",704," $430,451.00 "," $361,995.00 "
02117500, Naropa University, CO,803026697, Private/Non-Profit,87," $137,465.00 "," $154,026.00 ",81, $-   ," $91,750.00 ",31," $28,698.00 "," $28,698.00 "
02119100, Mission College, CA,950541897, Public,72," $146,344.00 "," $145,564.00 ",0, $-   , $-   ,534," $156,044.00 "," $237,327.00 "
02119200, Court Reporting Institute of St Louis, MO,631053329, Proprietary,0, $-   , $-   ,0, $-   , $-   ,40," $23,831.00 "," $29,930.00 "
02120600, Saybrook University, CA,946121928, Private/Non-Profit,24," $143,853.00 "," $55,043.00 ",0, $-   , $-   ,0, $-   , $-   
02120700, San Joaquin Valley College, CA,932919283, Proprietary,42," $61,857.00 "," $118,889.00 ",0, $-   , $-   ,1239," $395,253.00 "," $501,097.00 "
02120800, Yorktowne Business Institute, PA,174042039, Proprietary,0, $-   , $-   ,0, $-   , $-   ,66," $6,482.00 "," $9,707.00 "
02122000, New England Hair Academy, MA,21485118, Proprietary,0, $-   , $-   ,0, $-   , $-   ,39," $9,722.00 "," $12,963.00 "
02123200, Aveda Institute, MN,554141004, Proprietary,0, $-   , $-   ,0, $-   , $-   ,101," $19,856.00 "," $26,475.00 "
02125000, Career Academy of Beauty, CA,928452032, Proprietary,0, $-   , $-   ,0, $-   , $-   ,50," $10,795.00 "," $13,794.00 "
02125300, Nashville College of Medical Careers, TN,371152120, Proprietary,0, $-   , $-   ,0, $-   , $-   ,45," $9,388.00 "," $11,603.00 "
02125500, Circle in the Square Theatre School, NY,100196795, Private/Non-Profit,5," $6,343.00 "," $5,162.00 ",0, $-   , $-   ,8," $7,213.00 "," $11,000.00 "
02127400, YTI Career Institute, PA,174029017, Proprietary,34," $101,644.00 "," $100,831.00 ",0, $-   , $-   ,183," $121,845.00 "," $202,039.00 "
02127900, Sojourner-Douglass College, MD,212051802, Private/Non-Profit,18," $100,063.00 "," $77,553.00 ",0, $-   , $-   ,309," $135,049.00 "," $135,049.00 "
02128200, Bridges Beauty College, CA,923953821, Proprietary,0, $-   , $-   ,0, $-   , $-   ,35," $9,638.00 "," $12,048.00 "
02128600, Art Institute of Cincinnati (The), OH,452463322, Proprietary,0, $-   , $-   ,0, $-   , $-   ,6," $3,777.00 "," $4,720.00 "
02131600, Pennco Tech, NJ,80129961, Proprietary,0, $-   , $-   ,10, $-   ," $17,172.00 ",332," $31,680.00 "," $43,977.00 "
02132300, Fortis Institute, NJ,74707041, Proprietary,15," $39,261.00 "," $25,157.00 ",0, $-   , $-   ,340," $48,334.00 "," $77,656.00 "
02132800, National Conservatory of Dramatic Arts, DC,200072758, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,17," $5,702.00 "," $7,100.00 "
02134500, La' James International College - Davenport, IA,528073452, Proprietary,0, $-   , $-   ,0, $-   , $-   ,8," $3,834.00 "," $4,440.00 "
02136600, Wisconsin Lutheran College, WI,532264626, Private/Non-Profit,194," $70,410.00 "," $93,880.00 ",0, $-   , $-   ,87," $37,244.00 "," $49,659.00 "
02137000, Rob Roy Academy, MA,27803121, Proprietary,0, $-   , $-   ,0, $-   , $-   ,26," $8,329.00 "," $11,105.00 "
02138300, Palo Alto University, CA,943041337, Private/Non-Profit,68," $130,000.00 "," $157,412.00 ",0, $-   , $-   ,33," $12,621.00 "," $16,828.00 "
02139500, Hawaii Institute of Hair Design, HI,968175195, Proprietary,0, $-   , $-   ,0, $-   , $-   ,12," $10,839.00 "," $13,549.00 "
02140800, Martin University, IN,462183878, Private/Non-Profit,20," $44,706.00 "," $40,280.00 ",0, $-   , $-   ,75," $45,385.00 "," $45,385.00 "
02141500, Savannah College of Art and Design, GA,314014592, Private/Non-Profit,475," $470,000.00 "," $870,671.00 ",0, $-   , $-   ,206," $476,076.00 "," $520,708.00 "
02143400, Salish Kootenai College, MT,598550000, Public,29," $47,098.00 "," $57,508.00 ",0, $-   , $-   ,69," $47,429.00 "," $44,855.00 "
02143500, Sterling College, VT,58270072, Private/Non-Profit,44," $8,799.00 "," $8,977.00 ",0, $-   , $-   ,14," $12,813.00 "," $18,266.00 "
02143700, Sinte Gleska University, SD,575550105, Public,14," $31,804.00 "," $36,939.00 ",0, $-   , $-   ,152," $24,064.00 "," $24,064.00 "
02144000, Beauty Institute (The), PA,181091629, Proprietary,0, $-   , $-   ,0, $-   , $-   ,24," $12,612.00 "," $10,255.00 "
02144600, Kilian Community College, SD,571037020, Private/Non-Profit,13," $43,729.00 "," $22,119.00 ",0, $-   , $-   ,54," $16,864.00 "," $16,500.00 "
02144800, Vet Tech Institute of Houston, TX,770279881, Proprietary,13," $16,848.00 "," $20,369.00 ",40, $-   ," $105,787.00 ",239," $20,907.00 "," $27,961.00 "
02144900, Delaware Technical  Community College, DE,198012412, Public,80," $157,851.00 "," $162,191.00 ",0, $-   , $-   ,602," $147,310.00 "," $205,708.00 "
02146400, Institute of American Indian & Alaska Native Culture & ArtsDevelopment, NM,875081300, Public,6," $9,378.00 "," $9,378.00 ",0, $-   , $-   ,16," $10,448.00 "," $10,448.00 "
02146600, South Mountain Community College, AZ,850425898, Public,43," $147,812.00 "," $145,859.00 ",0, $-   , $-   ,180," $146,077.00 "," $134,803.00 "
02146800, Joe Kubert School of Cartoon & Graphic Art (The), NJ,78014054, Proprietary,0, $-   , $-   ,0, $-   , $-   ,16," $5,749.00 "," $7,187.00 "
02151900, Keiser University, FL,333093700, Private/Non-Profit,45," $218,340.00 "," $79,544.00 ",66, $-   ," $65,570.00 ",7740," $1,032,993.00 "," $1,322,069.00 "
02152000, Yeshiva Shaar Hatorah, NY,114181469, Private/Non-Profit,0," $5,000.00 ", $-   ,0, $-   , $-   ,4," $5,000.00 "," $6,667.00 "
02154900, Missouri School of Barbering & Hairstyling-St. Louis, MO,630314701, Proprietary,0, $-   , $-   ,0, $-   , $-   ,2," $17,115.00 "," $4,000.00 "
02155300, Chicago School of Professional Psychology, CA,900173830, Private/Non-Profit,348," $935,866.00 "," $851,564.00 ",0, $-   , $-   ,0, $-   , $-   
02156200, Delta - Montrose Technical College, CO,814168705, Public,12," $7,899.00 "," $9,466.00 ",0, $-   , $-   ,17," $5,592.00 "," $8,133.00 "
02156600, Davis Applied Technology College, UT,840372699, Public,16," $27,806.00 "," $22,859.00 ",0, $-   , $-   ,170," $36,603.00 "," $52,230.00 "
02157100, Concorde Career College, TN,381370132, Proprietary,0, $-   , $-   ,0, $-   , $-   ,292," $76,313.00 "," $92,831.00 "
02158200, Washington Saratoga Warren Hamilton Essex BOCES, NY,128663749, Public,0, $-   , $-   ,0, $-   , $-   ,21," $5,703.00 "," $7,129.00 "
02158400, Harrison College, IN,462042611, Proprietary,56," $353,360.00 "," $273,482.00 ",0, $-   , $-   ,4691," $472,876.00 "," $535,654.00 "
02158500, Ohio Business College, OH,440350701, Proprietary,34," $36,512.00 "," $45,862.00 ",0, $-   , $-   ,390," $59,951.00 "," $83,066.00 "
02158800, Don Roberts Beauty School, IN,463854597, Proprietary,0, $-   , $-   ,0, $-   , $-   ,15," $6,351.00 "," $7,757.00 "
02159600, Baptist College of Florida (The), FL,324403306, Private/Non-Profit,23," $40,110.00 "," $49,957.00 ",0, $-   , $-   ,64," $17,615.00 "," $22,200.00 "
02159700, New Hope Christian College, OR,974051194, Private/Non-Profit,2," $11,490.00 "," $13,189.00 ",0, $-   , $-   ,38," $13,897.00 "," $18,100.00 "
02160100, Geneva General Hospital, NY,144561651, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,17," $6,210.00 "," $8,280.00 "
02160300, International Academy of Design and Technology, IL,606023319, Proprietary,58," $123,602.00 "," $142,258.00 ",0, $-   , $-   ,138," $151,985.00 "," $203,555.00 "
02161400, Northeastern Hospital School of Nursing, PA,191344497, Private/Non-Profit,6," $5,616.00 "," $6,358.00 ",0, $-   , $-   ,10," $6,185.00 "," $8,247.00 "
02161800, Musicians Institute, CA,900286157, Proprietary,27," $51,416.00 "," $61,700.00 ",0, $-   , $-   ,210," $67,050.00 "," $79,852.00 "
02163300, Universidad Central del Caribe, PR,9606032, Private/Non-Profit,30," $83,543.00 "," $69,848.00 ",0, $-   , $-   ,65," $12,482.00 "," $11,858.00 "
02163400, New York Career Institute, NY,100072801, Proprietary,17," $45,000.00 "," $57,724.00 ",0, $-   , $-   ,178," $45,000.00 "," $60,000.00 "
02163500, New England School of Photography, MA,22152005, Proprietary,3," $8,819.00 "," $11,758.00 ",0, $-   , $-   ,16," $6,910.00 "," $9,214.00 "
02163600, William James College, MA,24593211, Private/Non-Profit,99," $171,012.00 "," $258,438.00 ",0, $-   , $-   ,0, $-   , $-   
02164200, Forest Institute of Professional Psychology, MO,658071445, Private/Non-Profit,38," $38,547.00 "," $74,878.00 ",0, $-   , $-   ,0, $-   , $-   
02164300, Don Roberts School of Hair Design, IN,463759999, Proprietary,0, $-   , $-   ,0, $-   , $-   ,6," $3,062.00 "," $3,820.00 "
02165100, EDP University of Puerto Rico, PR,9192303, Private/Non-Profit,72," $119,031.00 "," $113,362.00 ",0, $-   , $-   ,524," $119,159.00 "," $113,485.00 "
02166100, Elaine P. Nunez Community College, LA,700431249, Public,34," $91,433.00 "," $144,201.00 ",0, $-   , $-   ,176," $106,737.00 "," $93,666.00 "
02166200, ITI Technical College, LA,708175927, Proprietary,13," $29,442.00 "," $38,531.00 ",0, $-   , $-   ,333," $33,298.00 "," $44,048.00 "
02166400, Instituto de Banca y Comercio, PR,9171102, Proprietary,693," $563,924.00 "," $609,185.00 ",0, $-   , $-   ,3647," $589,441.00 "," $887,095.00 "
02167800, Estes Institute of Cosmetology Arts & Sciences, CA,932916354, Proprietary,0, $-   , $-   ,0, $-   , $-   ,25," $5,702.00 "," $7,187.00 "
02168600, East West University, IL,606052185, Private/Non-Profit,38," $50,082.00 "," $50,082.00 ",0, $-   , $-   ,64," $68,078.00 "," $62,451.00 "
02169100, Davis College, NY,137902712, Private/Non-Profit,11," $11,055.00 "," $14,443.00 ",0, $-   , $-   ,46," $11,135.00 "," $14,247.00 "
02170000, Swedish Institute, NY,100016700, Proprietary,21," $31,945.00 "," $42,593.00 ",0, $-   , $-   ,461," $39,616.00 "," $52,821.00 "
02170600, United States Sports Academy, AL,365267055, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,34," $27,000.00 "," $36,000.00 "
02170700, Brunswick Community College, NC,284220030, Public,19," $26,626.00 "," $24,882.00 ",0, $-   , $-   ,49," $25,964.00 "," $24,850.00 "
02171500, Western International University, AZ,852820000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,148," $88,830.00 "," $118,812.00 "
02171900, Ailey School (The), NY,100194402, Private/Non-Profit,9," $17,102.00 "," $20,174.00 ",0, $-   , $-   ,20," $11,780.00 "," $20,069.00 "
02172700, Concorde Career Institute, FL,336074165, Proprietary,0, $-   , $-   ,0, $-   , $-   ,85," $26,150.00 "," $31,253.00 "
02174800, Michael's School of Hair Design & Esthetics, NH,31100000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,83," $8,162.00 "," $10,860.00 "
02177500, Rio Salado Community College, AZ,852816948, Public,9," $32,557.00 "," $19,407.00 ",0, $-   , $-   ,297," $150,000.00 "," $201,037.00 "
02178500, Eagle Gate College, UT,841235798, Proprietary,17," $62,457.00 "," $66,844.00 ",0, $-   , $-   ,373," $78,985.00 "," $102,397.00 "
02179900, Argosy University, CA,928684844, Proprietary,967," $3,631,583.00 "," $3,582,313.00 ",189, $-   ," $773,428.00 ",5350," $2,408,471.00 "," $3,711,547.00 "
02180000, Northwest Indian College, WA,982269278, Public,17," $57,791.00 "," $51,398.00 ",0, $-   , $-   ,60," $63,161.00 "," $62,100.00 "
02180200, Metro Business College, MO,637013846, Proprietary,0, $-   , $-   ,0, $-   , $-   ,126," $36,970.00 "," $44,900.00 "
02181600, Rob Roy Academy, MA,16092038, Proprietary,0, $-   , $-   ,0, $-   , $-   ,68," $13,603.00 "," $18,137.00 "
02182900, Cambridge College, MA,21385304, Private/Non-Profit,31," $102,462.00 "," $95,897.00 ",0, $-   , $-   ,91," $87,527.00 "," $94,783.00 "
02183000, Orleans Technical College, PA,191141014, Private/Non-Profit,13," $20,212.00 "," $23,374.00 ",0, $-   , $-   ,187," $37,992.00 "," $47,613.00 "
02183600, Capri Institute of Hair Design, NJ,70331042, Proprietary,0, $-   , $-   ,0, $-   , $-   ,40," $6,592.00 "," $8,090.00 "
02184400, Sand Springs Beauty College, OK,740630759, Proprietary,0, $-   , $-   ,0, $-   , $-   ,78," $12,110.00 "," $14,977.00 "
02185400, Saint Augustine College, IL,606403593, Private/Non-Profit,21," $80,492.00 "," $84,023.00 ",0, $-   , $-   ,108," $85,568.00 "," $73,817.00 "
02185800, Moler Barber College, CA,946095719, Proprietary,0, $-   , $-   ,0, $-   , $-   ,64," $4,884.00 "," $6,005.00 "
02188100, Northland Career Center, MO,640798333, Public,0, $-   , $-   ,0, $-   , $-   ,10," $4,397.00 "," $5,569.00 "
02188200, Sitting Bull College, ND,585389701, Public,14," $17,781.00 "," $11,173.00 ",0, $-   , $-   ,61," $19,726.00 "," $24,171.00 "
02188300, Pentecostal Theological Seminary, TN,373203330, Private/Non-Profit,14," $31,247.00 "," $41,663.00 ",0, $-   , $-   ,0, $-   , $-   
02188900, Hobe Sound Bible College, FL,334557734, Private/Non-Profit,4," $5,678.00 "," $5,678.00 ",0, $-   , $-   ,10," $8,113.00 "," $10,817.00 "
02189100, Centro de Estudios Multidisciplinarios, PR,9261931, Proprietary,163," $134,508.00 "," $91,215.00 ",0, $-   , $-   ,1941," $156,850.00 "," $203,380.00 "
02189300, Emma's Beauty Academy, PR,6804222, Proprietary,83," $23,838.00 "," $23,838.00 ",0, $-   , $-   ,286," $34,728.00 "," $54,250.00 "
02190400, Schilling - Douglas School of Hair Design, DE,197110000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,69," $8,244.00 "," $10,992.00 "
02190700, Fortis College, OH,454596120, Proprietary,43," $133,622.00 "," $115,284.00 ",0, $-   , $-   ,761," $199,405.00 "," $294,469.00 "
02191600, Torah Temimah Talmudical Seminary, NY,112185913, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,20," $5,703.00 "," $7,457.00 "
02192400," Mr. John's School of Cosmetology, Esthetics & Nails", IL,625212041, Proprietary,0, $-   , $-   ,0, $-   , $-   ,51," $5,094.00 "," $6,367.00 "
02195400, Modern Hairstyling Institute, PR,9610000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,76," $36,801.00 "," $49,068.00 "
02195500, Modern Hairstyling Institute, PR,6120000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,40," $19,469.00 "," $25,959.00 "
02195800, Liceo De Arte y Tecnologia, PR,9183429, Proprietary,54," $40,129.00 "," $50,161.00 ",0, $-   , $-   ,463," $38,970.00 "," $48,712.00 "
02195900, Modern Hairstyling Institute, PR,9855907, Proprietary,0, $-   , $-   ,0, $-   , $-   ,45," $20,149.00 "," $26,865.00 "
02197300, Hollywood Cosmetology Center, OK,730694306, Proprietary,0, $-   , $-   ,0, $-   , $-   ,6," $7,171.00 "," $8,964.00 "
02197500, Baton Rouge School of Computers, LA,708098188, Proprietary,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02199700, Heritage Christian University, AL,356306245, Private/Non-Profit,6," $7,124.00 "," $7,909.00 ",0, $-   , $-   ,25," $5,544.00 "," $7,392.00 "
02199900, American Indian College, AZ,850212199, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,12," $7,324.00 "," $7,324.00 "
02200100," GUTI, The Premier Beauty and Wellness Academy", FL,342103121, Proprietary,2," $4,730.00 "," $1,334.00 ",0, $-   , $-   ,64," $21,735.00 "," $29,880.00 "
02201800, Kaplan College, IN,463243347, Proprietary,10," $27,352.00 "," $25,137.00 ",0, $-   , $-   ,401," $21,547.00 "," $32,627.00 "
02202300, Pittsburgh Career Institute, PA,152191907, Proprietary,7, $-   ," $5,891.00 ",0, $-   , $-   ,131," $53,821.00 "," $70,925.00 "
02202600, Cannella School of Hair Design, IL,601811321, Proprietary,0, $-   , $-   ,0, $-   , $-   ,23," $5,516.00 "," $6,960.00 "
02202700, Ozark Christian College, MO,648014804, Private/Non-Profit,32," $26,973.00 "," $36,269.00 ",0, $-   , $-   ,45," $23,480.00 "," $28,000.00 "
02203300, Gene Juarez Beauty Schools, WA,980435427, Proprietary,0, $-   , $-   ,0, $-   , $-   ,69," $27,369.00 "," $33,877.00 "
02203900, Erie Institute of Technology, PA,165651002, Proprietary,0, $-   , $-   ,0, $-   , $-   ,110," $18,681.00 "," $24,908.00 "
02204200," Chattanooga College - Medical, Dental and Technical Careers", TN,374156906, Proprietary,0, $-   , $-   ,0, $-   , $-   ,183," $26,753.00 "," $35,208.00 "
02205200, Sanford-Brown College, MO,630267305, Proprietary,6," $3,941.00 "," $14,944.00 ",0, $-   , $-   ,13," $41,178.00 "," $63,372.00 "
02206000, Hunter Business School, NY,117561331, Proprietary,0, $-   , $-   ,0, $-   , $-   ,200," $42,317.00 "," $56,423.00 "
02206300, Stroudsburg School of Cosmetology, PA,183601720, Proprietary,0, $-   , $-   ,0, $-   , $-   ,24," $9,241.00 "," $10,387.00 "
02208600, Madera Beauty College, CA,936373519, Proprietary,0, $-   , $-   ,0, $-   , $-   ,22," $5,431.00 "," $4,950.00 "
02209200, Taylortown School of Beauty, MI,481801866, Proprietary,0, $-   , $-   ,0, $-   , $-   ,55," $10,635.00 "," $13,761.00 "
02211000, Salon Success Academy, CA,924054018, Proprietary,0, $-   , $-   ,0, $-   , $-   ,15," $5,703.00 "," $7,129.00 "
02214100, Resurrection University, IL,606221711, Private/Non-Profit,12," $15,000.00 "," $22,667.00 ",0, $-   , $-   ,12," $15,554.00 "," $20,739.00 "
